,item_identifyer,tangram,scene,raw_annotation,clean_annotation,head_noun,wn_lemma,selected_synset,synset_definition,tangram_id,item_id,image_url,partition_name,workspace_name,tangram_pos,order_idx,time_delta
578,17-bedroom-sws10_2,page1-129,bedroom,funnel,funnel,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,17,190,190_grid_tr.png,sws10,sws10_2,tr,23,741.34756
579,17-bedroom-sws10_4,page1-129,bedroom,candle holder,candle holder,candle holder,candlestick,candlestick.n.01,a holder with sockets for candles,17,190,190_grid_tr.png,sws10,sws10_4,tr,16,255.047776
580,17-forest-sws6_17,page1-129,forest,a bird flying downward,bird flying downward,bird,bird,bird.n.01,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,17,192,192_grid_br.png,sws6,sws6_17,br,1,18.002957
581,17-forest-sws6_19,page1-129,forest,Temple,temple,temple,temple,temple.n.01,place of worship consisting of an edifice for the worship of a deity,17,192,192_grid_br.png,sws6,sws6_19,br,34,1068.335331
582,17-forest-sws6_23,page1-129,forest,turbine,turbine,turbine,turbine,turbine.n.01,rotary engine in which the kinetic energy of a moving fluid is converted into mechanical energy by causing a bladed rotor to rotate,17,192,192_grid_br.png,sws6,sws6_23,br,30,952.77227
583,17-forest-sws6_5,page1-129,forest,Tree,tree,tree,tree,tree.n.01,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,17,192,192_grid_br.png,sws6,sws6_5,br,0,0.0
584,17-forest-sws6_9,page1-129,forest,Hallway,hallway,hallway,hallway,hallway.n.01,an interior passage or corridor onto which rooms open,17,192,192_grid_br.png,sws6,sws6_9,br,8,104.321929
585,17-forest-sws6_11,page1-129,forest,A pot,pot,pot,pot,pot.n.01,metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid,17,192,192_grid_br.png,sws6,sws6_11,br,14,840.657873
586,17-forest-sws6_12,page1-129,forest,ship in a canal,ship in canal,ship,ship,ship.n.01,a vessel that carries passengers or freight,17,192,192_grid_br.png,sws6,sws6_12,br,25,565.936978
587,17-forest-sws6_13,page1-129,forest,tired person sitting ,tired person sitting,person,person,person.n.01,a human being,17,192,192_grid_br.png,sws6,sws6_13,br,32,699.627016
588,17-forest-sws6_4,page1-129,forest,bridge leg in water,bridge leg in water,bridge leg,bridge,bridge.n.01,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,17,192,192_grid_br.png,sws6,sws6_4,br,28,435.357922
589,17-forest-sws6_14,page1-129,forest,radar dish,radar dish,radar dish,dish,dish.n.05,directional antenna consisting of a parabolic reflector for microwave or radio frequency radiation,17,192,192_grid_br.png,sws6,sws6_14,br,9,121.906912
590,17-kitchen-sws16_15,page1-129,kitchen,blender,blender,blender,blender,blender.n.01,an electrically powered mixer with whirling blades that mix or chop or liquefy foods,17,188,188_grid_bl.png,sws16,sws16_15,bl,21,487.783471
591,17-kitchen-sws16_11,page1-129,kitchen,fountain,fountain,fountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,188,188_grid_bl.png,sws16,sws16_11,bl,6,55.561374
592,17-kitchen-sws16_12,page1-129,kitchen,vase,vase,vase,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,17,188,188_grid_bl.png,sws16,sws16_12,bl,16,162.203896
593,17-kitchen-sws16_6,page1-129,kitchen,vent,vent,vent,vent,vent.n.01,a hole for the escape of gas or air,17,188,188_grid_bl.png,sws16,sws16_6,bl,12,173.737599
594,17-kitchen-sws16_8,page1-129,kitchen,The tangram looks like a water channel,water channel,water channel,channel,channel.n.02,a passage for water (or other fluids) to flow through,17,188,188_grid_bl.png,sws16,sws16_8,bl,34,1478.125783
595,17-kitchen-sws16_9,page1-129,kitchen,An airduct system,airduct system,airduct system,air_passage,air_passage.n.01,a duct that provides ventilation (as in mines),17,188,188_grid_bl.png,sws16,sws16_9,bl,11,549.648333
596,17-kitchen-sws16_0,page1-129,kitchen,Looks like a chef ,chef,chef,chef,chef.n.01,a professional cook,17,188,188_grid_bl.png,sws16,sws16_0,bl,27,405.296414
597,17-kitchen-sws16_10,page1-129,kitchen,Explosion,explosion,explosion,explosion,explosion.n.01,a violent release of energy caused by a chemical or nuclear reaction,17,188,188_grid_bl.png,sws16,sws16_10,bl,23,368.6739
598,17-kitchen-sws16_3,page1-129,kitchen,fountain,fountain,fountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,188,188_grid_bl.png,sws16,sws16_3,bl,24,318.935129
599,17-kitchen-sws16_4,page1-129,kitchen,fountain,fountain,fountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,188,188_grid_bl.png,sws16,sws16_4,bl,21,255.559541
600,17-mountain-sws14_16,page1-129,mountain,prison guard tower,prison guard tower,prison guard tower,tower,tower.n.01,a structure taller than its diameter; can stand alone or be attached to a larger building,17,193,193_grid_tl.png,sws14,sws14_16,tl,25,499.170013
601,17-mountain-sws14_21,page1-129,mountain,monument,monument,monument,memorial,memorial.n.03,a structure erected to commemorate persons or events,17,193,193_grid_tl.png,sws14,sws14_21,tl,20,324.118194
602,17-mountain-sws14_6,page1-129,mountain,Castle with a moat,castle with a moat,castle,palace,palace.n.01,a large and stately mansion,17,193,193_grid_tl.png,sws14,sws14_6,tl,9,86.944483
603,17-mountain-sws14_7,page1-129,mountain,funnel above chaise lounge,funnel above chaise lounge,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,17,193,193_grid_tl.png,sws14,sws14_7,tl,9,237.530946
604,17-mountain-sws14_9,page1-129,mountain,fountain,fountain,fountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,193,193_grid_tl.png,sws14,sws14_9,tl,19,261.372248
605,17-mountain-sws14_12,page1-129,mountain,upside-down table,table,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,17,193,193_grid_tl.png,sws14,sws14_12,tl,17,260.891779
606,17-mountain-sws14_13,page1-129,mountain,water fountain,water fountain,water fountain,drinking_fountain,drinking_fountain.n.01,a public fountain to provide a jet of drinking water,17,193,193_grid_tl.png,sws14,sws14_13,tl,24,1177.887557
607,17-mountain-sws14_14,page1-129,mountain,Lobster,lobster,lobster,lobster,lobster.n.02,any of several edible marine crustaceans of the families Homaridae and Nephropsidae and Palinuridae,17,193,193_grid_tl.png,sws14,sws14_14,tl,27,621.624719
608,17-mountain-sws14_15,page1-129,mountain,I see a hamburger press,hamburger press,hamburger press,kitchen_utensil,kitchen_utensil.n.01,a utensil used in preparing food,17,193,193_grid_tl.png,sws14,sws14_15,tl,4,64.821537
609,17-mountain-sws14_2,page1-129,mountain,rocks,rocks,rocks,rock,rock.n.01,a lump or mass of hard consolidated mineral matter,17,193,193_grid_tl.png,sws14,sws14_2,tl,18,319.774941
610,17-none-bws0_11,page1-129,none,boxing arena,boxing arena,boxing arena,stadium,stadium.n.01,a large structure for open-air sports or entertainments,17,187,187_grid_tl.png,bws0,bws0_11,tl,9,91.932146
611,17-none-bws0_5,page1-129,none,control tower,control tower,control tower,control_tower,control_tower.n.01,a tower with an elevated workspace enclosed in glass for the visual observation of aircraft around an airport,17,187,187_grid_tl.png,bws0,bws0_5,tl,1,9.590056
612,17-none-bws0_6,page1-129,none,lab in a valley,lab in a valley,lab,lab,lab.n.01,a workplace for the conduct of scientific research,17,187,187_grid_tl.png,bws0,bws0_6,tl,21,339.727922
613,17-none-bws0_7,page1-129,none,duck,duck,duck,duck,duck.n.01,small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs,17,187,187_grid_tl.png,bws0,bws0_7,tl,7,71.22296
614,17-none-bws0_8,page1-129,none,Pool  Urn,pool  urn,pool,pool,pool.n.01,an excavation that is (usually) filled with water,17,187,187_grid_tl.png,bws0,bws0_8,tl,36,904.116972
615,17-none-bws0_0,page1-129,none,FUNNEL,funnel,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,17,187,187_grid_tl.png,bws0,bws0_0,tl,14,520.655028
616,17-none-bws0_1,page1-129,none,falcon,falcon,falcon,falcon,falcon.n.01,diurnal birds of prey having long pointed powerful wings adapted for swift flight,17,187,187_grid_tl.png,bws0,bws0_1,tl,23,455.650924
617,17-none-bws0_10,page1-129,none,an airplane,airplane,airplane,airplane,airplane.n.01,an aircraft that has a fixed wing and is powered by propellers or jets,17,187,187_grid_tl.png,bws0,bws0_10,tl,24,269.192317
618,17-none-bws0_3,page1-129,none,Mosque,mosque,mosque,mosque,mosque.n.01,(Islam) a Muslim place of worship that usually has a minaret,17,187,187_grid_tl.png,bws0,bws0_3,tl,2,89.812239
619,17-none-bws0_4,page1-129,none,meat grinder,meat grinder,meat grinder,meat_grinder,meat_grinder.n.01,a mill for grinding meat,17,187,187_grid_tl.png,bws0,bws0_4,tl,5,55.037591
620,17-office-sws8_16,page1-129,office,fountain,fountain,fountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,191,191_grid_tr.png,sws8,sws8_16,tr,27,395.436243
621,17-office-sws8_6,page1-129,office,upside down table,upside down table,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,17,191,191_grid_tr.png,sws8,sws8_6,tr,23,401.196682
622,17-office-sws8_7,page1-129,office,Desk,desk,desk,desk,desk.n.01,a piece of furniture with a writing surface and usually drawers or other compartments,17,191,191_grid_tr.png,sws8,sws8_7,tr,9,234.462075
623,17-office-sws8_8,page1-129,office,Handwash station,handwash station,handwash station,sink,sink.n.01,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,17,191,191_grid_tr.png,sws8,sws8_8,tr,17,263.254629
624,17-office-sws8_9,page1-129,office,table tray,table tray,table tray,tray,tray.n.01,an open receptacle for holding or displaying or serving articles or food,17,191,191_grid_tr.png,sws8,sws8_9,tr,15,141.442371
625,17-office-sws8_0,page1-129,office,stove pipe,pipe,pipe,pipe,pipe.n.02,a long tube made of metal or plastic that is used to carry water or oil or gas etc.,17,191,191_grid_tr.png,sws8,sws8_0,tr,13,181.570954
626,17-office-sws8_11,page1-129,office,person with arms raised up,person,person,person,person.n.01,a human being,17,191,191_grid_tr.png,sws8,sws8_11,tr,25,322.494216
627,17-office-sws8_13,page1-129,office,Waterfall,waterfall,waterfall,waterfall,waterfall.n.01,a steep descent of the water of a river,17,191,191_grid_tr.png,sws8,sws8_13,tr,14,134.508076
628,17-office-sws8_3,page1-129,office,flight tower,flight tower,flight tower,control_tower,control_tower.n.01,a tower with an elevated workspace enclosed in glass for the visual observation of aircraft around an airport,17,191,191_grid_tr.png,sws8,sws8_3,tr,31,339.429098
629,17-office-sws8_15,page1-129,office,"pillar
",pillar,pillar,column,column.n.06,a vertical cylindrical structure standing alone and not supporting anything (such as a monument),17,191,191_grid_tr.png,sws8,sws8_15,tr,0,0.0
630,17-sea_bottom-sws0_11,page1-129,sea_bottom,Priest with hands up,priest with hands up,priest,priest,priest.n.01,a clergyman in Christian churches who has the authority to perform or administer various religious rites; one of the Holy Orders,17,197,197_grid_br.png,sws0,sws0_11,br,36,442.063753
631,17-sea_bottom-sws0_12,page1-129,sea_bottom,A stadium,stadium,stadium,stadium,stadium.n.01,a large structure for open-air sports or entertainments,17,197,197_grid_br.png,sws0,sws0_12,br,15,149.817581
632,17-sea_bottom-sws0_13,page1-129,sea_bottom,underwater plant,underwater plant,underwarter plant,aquatic_plant,aquatic_plant.n.01,"a plant that grows partly or wholly in water whether rooted in the mud, as a lotus, or floating without anchorage, as the water hyacinth",17,197,197_grid_br.png,sws0,sws0_13,br,5,130.825213
633,17-sea_bottom-sws0_7,page1-129,sea_bottom,an upside down rocket,upside down rocket,rocket,rocket,rocket.n.01,any vehicle self-propelled by a rocket engine,17,197,197_grid_br.png,sws0,sws0_7,br,27,348.47267
634,17-sea_bottom-sws0_9,page1-129,sea_bottom,pipe,pipe,pipe,pipe,pipe.n.02,a long tube made of metal or plastic that is used to carry water or oil or gas etc.,17,197,197_grid_br.png,sws0,sws0_9,br,5,65.406156
635,17-sea_bottom-sws0_0,page1-129,sea_bottom,podium,podium,podium,dais,dais.n.01,a platform raised above the surrounding level to give prominence to the person on it,17,197,197_grid_br.png,sws0,sws0_0,br,9,259.307004
636,17-sea_bottom-sws0_10,page1-129,sea_bottom,Really cool waterfountain (like not the drinking kind but the ones you'd see at like a mall or a park and like its a water feature) ,really cool waterfountain (like not the drinking kind but the ones you'd see at like a mall or a park and like its a water feature),waterfountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,197,197_grid_br.png,sws0,sws0_10,br,16,296.087308
637,17-sea_bottom-sws0_2,page1-129,sea_bottom,camera lense,camera lense,camera lense,lens,lens.n.01,a transparent optical device used to converge or diverge transmitted light and to form images,17,197,197_grid_br.png,sws0,sws0_2,br,17,182.047696
638,17-sea_bottom-sws0_3,page1-129,sea_bottom,vase shape,vase shape,vase shape,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,17,197,197_grid_br.png,sws0,sws0_3,br,14,1164.708535
639,17-sea_bottom-sws0_4,page1-129,sea_bottom,Mechanical pedestal or elevator,mechanical pedestal or elevator,pedestal,pedestal,pedestal.n.03,an architectural support or base (as for a column or statue),17,197,197_grid_br.png,sws0,sws0_4,br,30,570.118046
640,17-sky-sws18_15,page1-129,sky,merry-go-round,merry-go-round,merry-go-round,carousel,carousel.n.02,"a large, rotating machine with seats for children to ride or amusement",17,196,196_grid_tr.png,sws18,sws18_15,tr,14,451.586121
641,17-sky-sws18_16,page1-129,sky,solar panel,solar panel,solar panel,solar_array,solar_array.n.01,electrical device consisting of a large array of connected solar cells,17,196,196_grid_tr.png,sws18,sws18_16,tr,33,434.645827
642,17-sky-sws18_18,page1-129,sky,watchtower,watchtower,watchtower,watchtower,watchtower.n.01,an observation tower for a lookout to watch over prisoners or watch for fires or enemies,17,196,196_grid_tr.png,sws18,sws18_18,tr,0,0.0
643,17-sky-sws18_7,page1-129,sky,"Lamp holder, wine glass","lamp holder, wine glass",lamp holder,receptacle,receptacle.n.03,an electrical (or electronic) fitting that is connected to a source of power and equipped to receive an insert,17,196,196_grid_tr.png,sws18,sws18_7,tr,5,623.576972
644,17-sky-sws18_9,page1-129,sky,flower,flower,flower,flower,flower.n.01,a plant cultivated for its blooms or blossoms,17,196,196_grid_tr.png,sws18,sws18_9,tr,26,407.961291
645,17-sky-sws18_0,page1-129,sky,Fountain,fountain,fountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,196,196_grid_tr.png,sws18,sws18_0,tr,12,133.627644
646,17-sky-sws18_10,page1-129,sky,funnel on top of bowl,funnel on top of bowl,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,17,196,196_grid_tr.png,sws18,sws18_10,tr,27,605.786996
647,17-sky-sws18_11,page1-129,sky,Pump,pump,pump,pump,pump.n.01,a mechanical device that moves fluid or gas by pressure or suction,17,196,196_grid_tr.png,sws18,sws18_11,tr,7,602.945579
648,17-sky-sws18_3,page1-129,sky,funnel,funnel,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,17,196,196_grid_tr.png,sws18,sws18_3,tr,31,1085.226365
649,17-sky-sws18_4,page1-129,sky,Sky crapper ,sky crapper,sky crapper,skyscraper,skyscraper.n.01,a very tall building with many stories,17,196,196_grid_tr.png,sws18,sws18_4,tr,15,1188.105226
650,17-street-sws4_12,page1-129,street,skate park,skate park,skate park,yard,yard.n.03,a tract of land enclosed for particular activities (sometimes paved and usually associated with buildings),17,195,195_grid_tl.png,sws4,sws4_12,tl,29,451.521098
651,17-street-sws4_5,page1-129,street,Candleholder,candleholder,candleholder,candlestick,candlestick.n.01,a holder with sockets for candles,17,195,195_grid_tl.png,sws4,sws4_5,tl,19,1158.615127
652,17-street-sws4_6,page1-129,street,Drilling machine,drilling machine,drilling machine,drill,drill.n.01,a tool with a sharp point and cutting edges for making holes in hard materials (usually rotating rapidly or by repeated blows),17,195,195_grid_tl.png,sws4,sws4_6,tl,33,824.584601
653,17-street-sws4_8,page1-129,street,fountain,fountain,fountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,195,195_grid_tl.png,sws4,sws4_8,tl,33,386.137598
654,17-street-sws4_9,page1-129,street,water tower,water tower,water tower,water_tower,water_tower.n.01,a large reservoir for water,17,195,195_grid_tl.png,sws4,sws4_9,tl,12,260.846651
655,17-street-sws4_0,page1-129,street,a house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,17,195,195_grid_tl.png,sws4,sws4_0,tl,18,387.619045
656,17-street-sws4_1,page1-129,street,draw bridge,bridge,bridge,bridge,bridge.n.01,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,17,195,195_grid_tl.png,sws4,sws4_1,tl,28,309.252465
657,17-street-sws4_10,page1-129,street,two-tiered fountain,fountain,fountain,fountain,fountain.n.01,a structure from which an artificially produced jet of water arises,17,195,195_grid_tl.png,sws4,sws4_10,tl,22,439.180485
658,17-street-sws4_2,page1-129,street,funnel,funnel,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,17,195,195_grid_tl.png,sws4,sws4_2,tl,16,275.781445
659,17-street-sws4_3,page1-129,street,bird bath,bird bath,bird bath,birdbath,birdbath.n.01,an ornamental basin (usually in a garden) for birds to bathe in,17,195,195_grid_tl.png,sws4,sws4_3,tl,6,104.663898
660,19-bathroom-sws2_10,page2-112,bathroom,chef,chef,chef,chef,chef.n.01,a professional cook,19,211,211_grid_tr.png,sws2,sws2_10,tr,26,561.444205
661,19-bathroom-sws2_15,page2-112,bathroom,torch,torch,torch,torch,torch.n.01,a light usually carried in the hand; consists of some flammable substance,19,211,211_grid_tr.png,sws2,sws2_15,tr,19,257.526657
662,19-bathroom-sws2_6,page2-112,bathroom,Lava lamp,lava lamp,lava lamp,lamp,lamp.n.01,an artificial source of visible illumination,19,211,211_grid_tr.png,sws2,sws2_6,tr,7,89.111927
663,19-bathroom-sws2_8,page2-112,bathroom,vase,vase,vase,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,19,211,211_grid_tr.png,sws2,sws2_8,tr,22,296.501018
664,19-bathroom-sws2_9,page2-112,bathroom,chef,chef,chef,chef,chef.n.01,a professional cook,19,211,211_grid_tr.png,sws2,sws2_9,tr,31,438.872072
665,19-bathroom-sws2_0,page2-112,bathroom,wine glass,wine glass,wine glass,wineglass,wineglass.n.01,a glass that has a stem and in which wine is served,19,211,211_grid_tr.png,sws2,sws2_0,tr,36,2479.28431
666,19-bathroom-sws2_1,page2-112,bathroom,ROCKET,rocket,rocket,rocket,rocket.n.01,any vehicle self-propelled by a rocket engine,19,211,211_grid_tr.png,sws2,sws2_1,tr,16,910.180057
667,19-bathroom-sws2_2,page2-112,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom.n.01,a room (as in a residence) containing a bathtub or shower and usually a washbasin and toilet,19,211,211_grid_tr.png,sws2,sws2_2,tr,8,317.096097
668,19-bathroom-sws2_3,page2-112,bathroom,person wearing turban.,person,person,person,person.n.01,a human being,19,211,211_grid_tr.png,sws2,sws2_3,tr,4,56.72448
669,19-bathroom-sws2_4,page2-112,bathroom,vase,vase,vase,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,19,211,211_grid_tr.png,sws2,sws2_4,tr,3,17.231303
670,19-beach-sws6_17,page2-112,beach,a flower vase,flower vase,vase,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,19,216,216_grid_tr.png,sws6,sws6_17,tr,30,1114.354992
671,19-beach-sws6_19,page2-112,beach,Johnny Bravo,johnny bravo,johnny bravo,fictional_character,fictional_character.n.01,an imaginary person represented in a work of fiction (play or film or story),19,216,216_grid_tr.png,sws6,sws6_19,tr,9,321.018965
672,19-beach-sws6_23,page2-112,beach,person praying,person praying,person,person,person.n.01,a human being,19,216,216_grid_tr.png,sws6,sws6_23,tr,15,297.409376
673,19-beach-sws6_5,page2-112,beach,Construction signs,construction signs,construction signs,sign,sign.n.02,a public display of a message,19,216,216_grid_tr.png,sws6,sws6_5,tr,32,528.116655
674,19-beach-sws6_9,page2-112,beach,Rapper,rapper,rapper,rapper,rapper.n.01,someone who performs rap music,19,216,216_grid_tr.png,sws6,sws6_9,tr,27,326.142185
675,19-beach-sws6_11,page2-112,beach,A funnel,funnel,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,19,216,216_grid_tr.png,sws6,sws6_11,tr,10,698.902282
676,19-beach-sws6_12,page2-112,beach,Duck (from above),duck,duck,duck,duck.n.01,small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs,19,216,216_grid_tr.png,sws6,sws6_12,tr,24,549.890417
677,19-beach-sws6_13,page2-112,beach,sultan,sultan,sultan,sultan,sultan.n.01,the ruler of a Muslim country (especially of the former Ottoman Empire),19,216,216_grid_tr.png,sws6,sws6_13,tr,12,270.980448
678,19-beach-sws6_4,page2-112,beach,diamond crusher,diamond crusher,diamond crusher,tool,tool.n.01,an implement used in the practice of a vocation,19,216,216_grid_tr.png,sws6,sws6_4,tr,21,328.208773
679,19-beach-sws6_14,page2-112,beach,decanter,decanter,decanter,carafe,carafe.n.01,a bottle with a stopper; for serving wine or water,19,216,216_grid_tr.png,sws6,sws6_14,tr,29,426.853627
680,19-bedroom-sws4_12,page2-112,bedroom,chimney,chimney,chimney,chimney,chimney.n.01,a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building,19,212,212_grid_tr.png,sws4,sws4_12,tr,20,348.151473
681,19-bedroom-sws4_5,page2-112,bedroom,Lamp,lamp,lamp,lamp,lamp.n.02,a piece of furniture holding one or more electric light bulbs,19,212,212_grid_tr.png,sws4,sws4_5,tr,4,186.137093
682,19-bedroom-sws4_6,page2-112,bedroom,Office space.,office space,office space,office,office.n.01,place of business where professional or clerical duties are performed,19,212,212_grid_tr.png,sws4,sws4_6,tr,14,370.098626
683,19-bedroom-sws4_8,page2-112,bedroom,lamp,lamp,lamp,lamp,lamp.n.02,a piece of furniture holding one or more electric light bulbs,19,212,212_grid_tr.png,sws4,sws4_8,tr,2,16.723549
684,19-bedroom-sws4_9,page2-112,bedroom,table lamp,table lamp,table lamp,lamp,lamp.n.02,a piece of furniture holding one or more electric light bulbs,19,212,212_grid_tr.png,sws4,sws4_9,tr,30,534.662547
685,19-bedroom-sws4_0,page2-112,bedroom,kite,kite,kite,kite,kite.n.03,plaything consisting of a light frame covered with tissue paper; flown in wind at end of a string,19,212,212_grid_tr.png,sws4,sws4_0,tr,25,457.748726
686,19-bedroom-sws4_1,page2-112,bedroom,display,display,display,display,display.n.06,an electronic device that represents information in visual form,19,212,212_grid_tr.png,sws4,sws4_1,tr,16,182.859527
687,19-bedroom-sws4_10,page2-112,bedroom,priest with big hat sitting down,priest with big hat sitting down,priest,priest,priest.n.01,a clergyman in Christian churches who has the authority to perform or administer various religious rites; one of the Holy Orders,19,212,212_grid_tr.png,sws4,sws4_10,tr,34,717.754508
688,19-bedroom-sws4_2,page2-112,bedroom,lamp,lamp,lamp,lamp,lamp.n.02,a piece of furniture holding one or more electric light bulbs,19,212,212_grid_tr.png,sws4,sws4_2,tr,15,234.571751
689,19-bedroom-sws4_3,page2-112,bedroom,candleholder,candleholder,candleholder,candlestick,candlestick.n.01,a holder with sockets for candles,19,212,212_grid_tr.png,sws4,sws4_3,tr,34,579.189937
690,19-forest-sws10_11,page2-112,forest,"flower, poppy","flower, poppy",flower,flower,flower.n.01,a plant cultivated for its blooms or blossoms,19,214,214_grid_tr.png,sws10,sws10_11,tr,31,2217.693087
691,19-forest-sws10_12,page2-112,forest,rabbit,rabbit,rabbit,rabbit,rabbit.n.01,any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food,19,214,214_grid_tr.png,sws10,sws10_12,tr,35,931.800376
692,19-forest-sws10_5,page2-112,forest,large funnel,large funnel,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,19,214,214_grid_tr.png,sws10,sws10_5,tr,20,958.846414
693,19-forest-sws10_8,page2-112,forest,lamp,lamp,lamp,lamp,lamp.n.02,a piece of furniture holding one or more electric light bulbs,19,214,214_grid_tr.png,sws10,sws10_8,tr,14,260.418348
694,19-forest-sws10_9,page2-112,forest,lamp,lamp,lamp,lamp,lamp.n.02,a piece of furniture holding one or more electric light bulbs,19,214,214_grid_tr.png,sws10,sws10_9,tr,33,311.528026
695,19-forest-sws10_0,page2-112,forest,trees,trees,trees,tree,tree.n.01,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,19,214,214_grid_tr.png,sws10,sws10_0,tr,35,1241.71126
696,19-forest-sws10_1,page2-112,forest,rabbit,rabbit,rabbit,rabbit,rabbit.n.01,any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food,19,214,214_grid_tr.png,sws10,sws10_1,tr,23,446.302165
697,19-forest-sws10_10,page2-112,forest,chef with hat on,chef,chef,chef,chef.n.01,a professional cook,19,214,214_grid_tr.png,sws10,sws10_10,tr,25,214.872811
698,19-forest-sws10_2,page2-112,forest,vase,vase,vase,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,19,214,214_grid_tr.png,sws10,sws10_2,tr,36,1036.346534
699,19-forest-sws10_4,page2-112,forest,candle holder,candle holder,candle holder,candlestick,candlestick.n.01,a holder with sockets for candles,19,214,214_grid_tr.png,sws10,sws10_4,tr,7,94.311489
700,19-kitchen-sws18_15,page2-112,kitchen,side table,side table,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,19,210,210_grid_bl.png,sws18,sws18_15,bl,19,520.229834
701,19-kitchen-sws18_16,page2-112,kitchen,scale,scale,scale,scale,scale.n.07,a measuring instrument for weighing; shows amount of mass,19,210,210_grid_bl.png,sws18,sws18_16,bl,15,204.602822
702,19-kitchen-sws18_18,page2-112,kitchen,Indescribable,indescribable,indescribable,entity,entity.n.01,that which is perceived or known or inferred to have its own distinct existence (living or nonliving),19,210,210_grid_bl.png,sws18,sws18_18,bl,18,336.964568
703,19-kitchen-sws18_7,page2-112,kitchen,"A funnel, a graduation cap, A fish",funnel / graduation cap / fish,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,19,210,210_grid_bl.png,sws18,sws18_7,bl,36,2282.045053
704,19-kitchen-sws18_9,page2-112,kitchen,lamp,lamp,lamp,lamp,lamp.n.02,a piece of furniture holding one or more electric light bulbs,19,210,210_grid_bl.png,sws18,sws18_9,bl,4,75.548912
705,19-kitchen-sws18_0,page2-112,kitchen,Chef,chef,chef,chef,chef.n.01,a professional cook,19,210,210_grid_bl.png,sws18,sws18_0,bl,32,404.488848
706,19-kitchen-sws18_10,page2-112,kitchen,vase,vase,vase,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,19,210,210_grid_bl.png,sws18,sws18_10,bl,16,304.71692
707,19-kitchen-sws18_11,page2-112,kitchen,Stacked Shapes,shapes,shapes,shape,shape.n.01,any spatial attributes (especially as defined by outline),19,210,210_grid_bl.png,sws18,sws18_11,bl,14,728.062067
708,19-kitchen-sws18_3,page2-112,kitchen,funnel,funnel,funnel,funnel,funnel.n.01,a conical shape with a wider and a narrower opening at the two ends,19,210,210_grid_bl.png,sws18,sws18_3,bl,7,358.613946
709,19-kitchen-sws18_4,page2-112,kitchen,Vase,vase,vase,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,19,210,210_grid_bl.png,sws18,sws18_4,bl,27,1624.376188
